data,label
Nhìn còn xấu hơn cả tuyệt phẩm thiết kế G5. :))),0
"Em nhìn con iphone 6s plus mới là mất cân đối. Viền dầy cộp, thân máy trên dướ đều to do vướng nút home tròn. Trong khi các máy đều siêu mỏng cánn",0
"Iphone thua roi, het gi moi roi de loi keo moi nguoi, chi co ai hoai co moi nho Iphone, bye Ipnone",0
Nhìn thô quá nhất là mặt sau.mãi vẫn thua 6s plus,0
Hạ mật độ điểm ảnh xuống ở chế độ Mid nhưng vẫn ngang với mật độ điểm ảnh của Iphone 6s plus. Sợ rằng ở chế độ này Iphone ngửi khói cả về tốc độ lẫn thời lượng pin.,0
Ông Iphone phải chạy dài dài mới theo kịp công nghệ. Khổ thân cho các fan cuồng Iphone ...,0
"iPhone chẳng cần hạ độ phân giải màn hình đã có chế độ tiết kiệm pin tự động từ rất lâu rồi. Giờ Sam mới có, đúng ""chuối"" luôn.",0
sàm toàn đưa ra những tính năng vừa sàm vừa vớ vẩn.,0
"Đến nỗi cái icloud còn bắt chiếc thì a cũng đến chịu độ lầy của ss nhà e, đặt tên cũng đặt là icloud, bắt chiếc thì cũng lên đặt tên khác đi, lầy quá",0
Vĩnh biệt Oppo,0
Tránh xa mấy cái đt chính hãng Tq này ra . Đây ko phải là gia công lắp đặt tại TQ nữa mà là đồ TQ chính hiệu,0
Made in China. tôi tẩy chay.,0
Tôi không ủng hộ hàng TQ,0
Tôi dùng thư oppo chỉ 5p đã thấy chán loa ngoài quá kém camara cũng chẳng khá hơn vào mạng đọc báo thì được chứ youtube hay game thì vứt đó là con f1,0
"Năm 2013 mua con oppo R1 tới gần 9tr mà cấu hình lẫn tính năng đều thua em này nhưng xải khá ổn. Mãi về sau pin mau tụt quá nên ko xài nữa. Từ hồi nghe mấy cái vụ TQ nên mình ko dùng và bỏ luôn oppo, nhưng phải nói thẳng R1 khá ổn và đẹp thời điểm đó.",0
"Xài đi rồi thấy cảnh, phụ kiện rất đắt đỏ ví dụ như thay màn hình hết gần 3tr và tới đại lý chờ 1 tuần, chưa kể hàng China",0
Dùng loại này nhanh tã máy lắm bạn. Pin thì khỏi phải nói. Rất ảo và nhanh sụt pin,0
Cùi lắm,0
"Điện thoại này 6 triệu á ? Nói thật chứ cái này cho mình cũng...lấy, mà mua thì còn lâu nhá :D",0
"Hảng này bung tiền ra mướn các nghệ sỹ ,các cửa hàng để quảng cáo hoành tráng làm cho chi phí + sản phẩm = giá cao để cho những gà công nghệ tưởng rằng đây là hàng cao cấp . Quá ảo tưởng !!!!!!!!!",0
Không quan tâm hàng trung quốc.,0
"Hàng Trung Quốc , tôi không dùng , gia đình , người thân tôi không dùng",0
"6tr có quá nhiều lựa chọn, ai đi mua con oppo này thì chắc ko tìm hiểu gì về công nghệ rùi. hàng tq mà giá mỹ. thua!",0
Lại có cả nắm virus đang ngủ đông trong ấy .,0
6 triệu cho cái điện thoại này có đáng đồng tiền bát gạo không anh em??? không hiểu sao mà người ta cứ ầm ầm đi mua oppo. :v,0
"Oppo đúng nghĩa hàng china, mã đẹp nhưng chất lượng kém",0
Điện thoại TQ không dùng vì: các thông tin cá nhân không biết sẽ về đâu? Hãy cảnh giác với hàng TQ.,0
"Ko anti hàng TQ nhưng mua con Oppo này là 1 sự lựa chọn rất tồi, Camera trước 16mpx là 1 sự thừa thải bởi vì khi selfie chụp 1 lần cả chục tấm mà mỗi tấm từ 2 - 3 MB thì đảm bảo mau hết bộ nhớ trong. 5 mpx để selfie là đủ rồi.",0
"Hàng Tq thì vĩnh biệt, 16MB tq giống như xe máy: con dream tq cũng 110cc, hơn nữa, chưa kể phần mềm độc hại...",0
Chạy một tháng sau sẽ có cảm giác ta đang đua với rùa!,0
Khong nen xai do tq !,0
cho k lấy,0
Zenfone 3 laser nó dập chít ngay!,0
"thôi ráng thêm tí hoặc chờ giảm giá mua Zenfone 3 còn ngon hơn, đc cái camera trước làm cao vậy chứ chụp chưa biết thế nào, cam sau thì luôn cùi, màn hình kém.",0
Thấy chip của MediaTek là sợ lém.. rồi.,0
các nước lớn họ không có xài hàng TQ vì bảo mật,0
đang xài oppo f1 được ba tháng .Càng xài càng thấy tệ,0
Hốt thì có..... thấy oppo là mệt mỏi.,0
"Cá nhân tôi thấy zen rất tệ , tôi dùng 1 zen 5 và mua 1 zen2 cho bố và thật buồn là đều bị lỗi .",0
Các dòng zenfone đều chán cả,0
"tôi dùng Zenfone2 Ram 4Gb . quảng cáo cũng rầm rộ nhưng dùng rồi toàn thấy thất vọng. bảo hành 4 lần, dung lượng pin 3000mAh mà cứ như 2000mAh, dùng hơn 1 buổi xem web sơ sơ , nghe gọi là hết sạch. Định gọi trung tâm chăm sóc khách hàng của Zenfone mà lên mạng search thử có ai giống mình không, thì thấy toàn bị như vậy nhất là về pin nên thôi khỏi gọi luôn . Haizzzz",0
"công nghệ gì mà gây tụt pin , k khuyến cáo cho khách hàng biết vậy bạn . tôi cũng dùng Zen2 mà bao hành tới 2,3 lần thấy phát mệt đây",0
"Nhìn thì đẹp chứ mình đã dùng từ zen5,zen2,zen Go... thấy chất lượng kém.",0
"Tôi mua Zenfone 2 một năm, bảo hành tới 3 lần, được điểm bán điện thoại cho mượn máy khác dùng tạm thì vẫn thấy con Zenfone vẫn tệ nhất, đặc biệt là Pin, pin tụt rất nhanh . mà dòng Zenfone phần lớn là như vậy, pin không đúng dung lượng như nhà sản xuất công bố. Mọi người nên cân nhắc khi sử dụng dòng Zenfone",0
không dại gì mua zen3 với giá đó rồi lại mắc lỗi như zen 5. Trước tôi mua zen 5 bảo hành lên xuống đến 4 lần vẫn lỗi cuối cùng bỏ. Mất lòng tin với asu.,0
"Mình thấy hok đẹp, cam phía sau lồi ra, viền dày giá lại cao. Nếu giá như vậy tôi sẽ lựa chọn sản phẩm khác.",0
Hơi đắt,0
Em này xách dép cho xiaomi thôi!!!,0
Quá đắt cho em này,0
Không biết ông Zen này như nào chứ mấy ông Zen trước thì...đuối như trái chuối.,0
Chán dòng zenfone lam roi. Đủ thứ các lỗi,0
con nay ban 6tr hy vong co nguoi mua,0
Đẹp nhưng chất lượng thì.... Chỉ dc cái mã mua rồi sẽ hối hận,0
Do cui bap.nghe toi asus san xuat dt la thay so roi,0
Mặt trước giống iphone. Mặt sau giống samsung.,0
"Nói riêng là em chào vĩnh biệt tất cả hàng Asus từ 3 năm nay. từ laptop, điện thoại tới máy tính bảng hay mainboard...",0
"Không có gì là đặc sắc , nhàm nhàm .",0
"Đẹp nhưng sẽ k mua, nhà mình mua 2 con zen 2, sau 1 năm thì 1 cái tự nhiên mà hư nguyên bộ main thay main hết 1tr5, còn 1 cái hư loa ngoài và liệt phím tăng giảm âm lượng",0
Cầm 9tr đi mua cái Zenphone cũng hơi ngại thật !,0
Giá quá chát..k như hồi mới ra mắt,0
Mấy tính năng này có mấy ai xài đâu? Nó không có thực dụng cho lắm.,0
"Always on hao pin lắm, nên thường ít ai xài.",0
chủ đáng với galaxy y thôi. so với a5 thì vẫn ko đáng ngồi cùng a5.,0
Táo làm gì có cửa mà đem so với một siêu phẩm như vậy trời?,0
Đẹp vì cái giá tiền đắt đỏ,0
Ui trời h mới thấy iphone xấu khi đặt cạnh samsung,0
"nhìn lại bây giờ appel chỉ hơn các đối thủ khác ở cái HDH IOS nữa, chứ kiểu dáng hay cấu hình iphone ko còn gì ưu việt nữa",0
"Màu sắc kim loai cua Samsung bóng bẩy quá nhin ko thấy sang, trầm như Apple.",0
Cả 2 đều xấu !,0
Thôi cứ hài lòng với Ip4 của cậu đi.,0
Android xài rat nhanh het pin ko qua noi iOS dau dung mong vo vong,0
Noi Chung la Apple se het thoi.,0
"Sản phẩm của sam sung rất Hoa Lá Cành, dùng một thời gian sau máy bị đơ, có cuộc gọi đến không vuốt để nghe được.",0
vân tay trên iphone thua xa quét mống mắt. nhìn phát đã mở máy. chả cần mò mẫm bấm home đâu,0
Cũng hơi bất tiện xu thế này e rằng đa phằn người dùng sẽ không ưa thích,0
"Mở khóa bằng mắt mà 10-15 giây mà nhanh gì,điện thoại tôi mở khóa chưa tới 5 giây là xong",0
Giá bằng cái xe máy của bố vợ :(,0
"Quá thất vọng, 19/8 ngân sách lại thâm hụt 19,8 triệu rồi!!!",0
4Gb thì ko hơn Note 5 là mấy.,0
Ram tệ! giờ mà còn 4Gb thì làm ăn gì được...?,0
"Taxi: chính xác đó bạn, chỉ thêm chống bụi và nước thôi... chả có gì đột phá... tôi vẫn dùng Note5.",0
Nói thật là mình thấy iphone vẫn trên cơ,0
"Cấu hình như Note 5, chỉ thêm mỗi quét mống mắt và màn hình cong rồi chống thấm nước nữa :(. Không đáng kể lắm. Note 5 xài cũng ổn rồi. Hoặc Galaxy S7 edge cũng đc",0
"cứ chạy theo cấu hình, chậm vẫn chậm",0
Chậm???,0
"Đắt quá, cấu hình chẳng có gì đặc biệt, đột phá! Chờ ngày này năm sau mua ss note 7 mỹ cũ ""xách chân ""giá 7,5 củ!",0
Nhìn thua điện thoại tàu,0
Thật sự không có gì đặc biệt. Cần tiếp tục cải tiến kiểu dáng sang một form mẫu khác.,0
Gì thì gì chứ ko bỏ ra trên 5 triệu mua mấy thứ này thương hiệu China.,0
"Tôi chúa ghét kiểu thiết kế như này, na ná nhau giữa huwei, xiaomi, meizu, nhìn phát nản !",0
"6.6'làm thành cái MTB luôn đi cho rồi. Ai chứ tui ko ham, 5,5"" đã thấy quá khổ rồi.",0
"GPU trên chip Kirin của HW kém, chơi game 3D hay bị giật.",0
"Đang dùng hết pin thì sao đây, iphone ngày càng thiết kế dở tệ hết sáng tạo rồi.",0
thiết bị để phục vụ con người. chứ không phải mua về lại phải chăm sóc ( sạc thì không nghe nhạc) = dở hơi,0
cái chân cắm Lightning EarPods sao to và dài thế. bất tiện khi bỏ túi quần.cắm cả sạc và tai nghe nhiều 1 lỗ sẽ nhanh hỏng chân sạc. lúc đó là 1 nhược điểm.,0
"Nghe nói cái bút này chống được cả nước , chắc sẽ có nhiều bạn lặn dưới ao hồ vừa ghi chú , quả là một tính năng du thừa :))",0
"Dù trang bị kính cường lực mấy đi chăng nữa thì người ta vẫn đem đt đi dán màn hình mà thôi. Chưa kể bây giờ các hãng còn đua nhau làm màn hình cong với cả kính cong 2,5D làm cho việc dán màn hình càng bị xấu nữa :))",0
"mình vẫn thích kính ko cong hơn,vì kiểu j cũng phải dán màn hình",0
"màn hình not 4 rơi nhẹ cũng bị bể, thay đến 2 lần. Chưa bao giờ thấy điện thoại nào mà có màn hình dễ vỡ như vậy",0
"Thấy các Fansam ai cũng nói Note 2, Note3 , Note4 , Note5 , đang dùng quá tốt và không có ý định lên Note7 . vậy thì Note7 chắc chắn sẽ ế mốc meo luôn kakakaka",0
"Có lẽ màn hình tràn 2 cạnh ở Note EDGE là phát minh dở hơi nhất của SS, kể từ đời nhà Tống. Nhưng lại còn dở hơi nặng hơn nữa, khi SS vẫn tự hào về phát minh này và tiếp tục sử dụng ở các phiên bản tiếp theo.",0
"Ban minh Đang dùng note 4 nhưng vẫn thích iphone hơn vì dòng ss dù là note 4 dùng vẫn cảm thấy que que, đành tự vỗ ngực là dân công nghệ, mình chẳng hiểu dân công nghệ gì mà máy thì lag, máy đang yên đag lành cứ đến 40% pin là sáng lên đến lúc bấm vào nút nguồn thì thôi, còn quên thì sáng đến lúc hết luôn, đúng là hàng mã ss vậy mà sao lắm anh cào bàn phím trung thành thế",0
"Note 5 của mình bị lỗi kẹt nút bấm (giảm âm), sau đó đưa đi bảo hành thì trung tâm bảo hành báo lỗi do bụi, họ mổ máy mình ra lau bụi (nói bụi nhiều), 3 ngày sau lại kẹt, một lúc thì lại bình thường, sau đó lại kẹt, lần này thì kẹt cả hai nút tăng và giảm. Bắt đầu thấy sợ Sam.",0
"Ss nút tăng, giảm âm dở lắm, trước mình xài glaxy s3 cũng bi hư phần tăng âm, chùi không hết phải thay, giờ đang xài not 4 cũng không còn nhạy nửa.Mình thích chụp hình quay phim , nghe nhạc nên đang tính chuyển qua iphone giống bx cho lành",0
Không thay đổi gì ngoài ram và chụp hình. Cạn ý tưởng,0
"Tuyệt đối không nên mua tivi của Samsung. Cách đây 2 năm mình mua tivi Samsung 40 inches, UA40F5000ARXXV, bảo hành 2 năm, vừa hết 2 năm 1 tháng là tivi bị hư dàn đèn led, phải mang đi sửa mất 2,5tr",0
"Sony giờ ko bền đâu bạn, màu sắc ko đẹp nữa.",0
"Mình cũng thấy nó xuống cấp, hơn nữa dòng này giá vẫn mắc hơn mấy TV của HQ",0
"Tôi cũng thích TV samsung, thấy nó tiện ích hơn",0
"Không tốt đâu. Nhà t có dùng 1 cái 40"" load mạng rất chậm",0
"Có điều kiện nên mua Oled LG nhé Giá rẻ 170tr thôi,những con tivi led lcd vớ vẩn thì làm được tích sự gì",0
"Không nên mua Smart TV bạn, tôi mua rồi dùng chậm lắm, thao tác xử lý rất chậm, chậm hơn so với Android TV box nhiều,tốt hơn hết bạn nên mua 1 tivi thường + 1 Android TV Box ( tầm 1.5trieu là dùng ok rồi, loại M8S cũng được đấy bạn,nhưng nên mua ở nơi có uy tín,tránh hàng nháy ,giả,có bảo hành đàng hoàn) thì dùng như là máy vi tính vậy,rất dễ sử dụng. Còn muốn biết thực hư thế nào, bạn có thể đến các vị trí bán Smart TV và bán Android TV Box dùng thử thì sẽ tự biết là mình nên chọn cái nào.",0
"minh dang hoi han khi mau smart tivi samsung k5500 day, loi ho sang man hinh va ho vien tivi kha nang ma samsung may lan toi coi xong cung phan do dac tinh cua phan pham chu khong phai loi. minh rat buc xuc. cac ban than trong khi mua tivi cua samsung keo ruoc buc vao minh",0
Đang quen dùng máy tính mà dùng smart TV chỉ muốn đập ^^,0
"Đa số là sĩ diện, iphone bền chứ đẹp thì chưa chắc à, từ ip6 trở đi càng giống đt TQ",0
"1900 đến 2500 usd. Đắt quá, nhưng vẫn chưa đắt bằng con vít của vertu",0
Mạ mấy cây vàng vô đó mà bán 1.9-25k usd,0
"Hi, vậy Iphone 6S màu vàng hồng bị bong tróc vỏ là một tính năng thú vị của Apple dành cho người dùng bạn nhỉ? 2 thằng bạn xài 2 cái 6S màu vàng hồng được có 6 tháng thì bị tróc cả 2, trông cái điện thoại bong tróc tùm lum thật là đẳng cấp :v",0
"Đã tầm thấp, lại tẻ nhạt thì len sao được vào thị trường vốn đã chật hẹp. Làm cao cấp thì nửa vời, giá thì đỉnh luôn, người mua không lắc đầu mới lạ.",0
Tự nhiên thấy BB thật rẻ tiền. Mất hình tượng quá.,0
"BB em thay đổi quá nhiều rồi, anh phải quyết định ly dị sau bao năm chung sống với em hic hic  ^",0
"Chắc theo chân obama thôi, bye bb",0
"Thôi rồi, bye bye BB !!!",0
Tầm tiền này mua con SamSung made in VN hoặc made in Korea sướng hơn nhiều. BlackBerry bắt tay Samsung Sx tại VN made in VN là mua liền.,0
"TQ K quan trọng, quan trong là nó xấu",0
"BB ngày xưa đâu, sao ko kế thừa fan của BB và cách tân để có điểm khác biệt, chứ thế này ko cạnh tranh nổi.",0
"Có ai đó cảnh báo Blackberry không nên gia công hàng trung quốc để mất thương hiệu không vậy, ai, ai làm việc đó đi nào, xem như làm việc thiện",0
"Đang dùng 2 con BlackBerry, tình hình này quay về dùng cục gạch Nokia cũ.",0
cho ko them,0
"Lại là oppo, nói thật oppo máy thì linh kiện đểu mà giá rõ cao vì oppo chiết khấu với nhà bán lẻ nhiều, dùng huawei hoặc xiaomi hơn nhiều",0
"Thua hết con honor 5c huawei mai về viet nam , giá lại hạt rẻ hơn",0
Em này tầm 4m thì may còn có người mua. Nếu dân yêu BlackBerry thì em này ko có cửa. Còn dân công nghệ chắc ko chọn em này. Thật tiếc vì BlackBerry đã đi sai làn đường.,0
Chết sớm thôi,0
mất chất rồi bb ơi,0
thay vì chuyển sang android sao không tập trung phát triển thêm ứng dụng cho BB 10? haiz tiếc quá BB 10 thực sự rất đáng dùng.,0
"BB10 có thiết kế thật mâu thuẫn. Tôi vẫn chưa hiểu Z10 và Q10 khi video call cho nhau sẽ ra sao. Tôi đang dùng Q10 và khá hài lòng về chức năng của thiết bị, nó phù hợp với nhu cầu của tôi. Nhưng thực trạng thì số người có chung nhu cầu giống tôi là khá ít. Phần lớn những người trẻ sử dụng smartphone thích chat chit và chơi game nên họ ko chọn BB10. Dẫu có ra sao tôi vẫn mong BB10 thực sự KHÔNG CHẾT. Và tôi thấy nếu đem thiết kế của dòng Z10+Z30 cho chạy android thì sẽ thu hút dc người dùng. Riêng tôi thì ko có hứng thú với Full cảm ứng. Nếu có điều kiện sẽ lên Classic hoặc Passport. Ứng dụng BB10 thế là đã ổn",0
"Thực sự là ứng dụng đủ dùng nhưng mình cũng không thể chạy ngược xu thế, nhiều khi thấy mấy đứa bạn có những ứng dụng mà BB không cài được hoặc không dùng trơn tru...bực không thể tả, bỏ hơn chục chai có mỗi cái ứng dụng không sài được ức chế lắm bạn.",0
"Ko nhận ra bb....chán. Mình dừng lại ở BB Passport và hài lòng với hai em 9900, 8800 trên giá sách.",0
"Thiết kế xấu thế thì ế là phải thôi, phần mềm thì chả ra làm sao !",0
Không còn bóng dáng phần cứng thì nghi.phần mềm cũng chẳng còn gì,0
toi nghiep.. di sai huong.. rui cung giong nhu nokia thui.. buon!,0
có cảm giác buồn không hề nhẹ,0
Chỉ có 2 từ: Quá xấu.,0
Xấu tai xấu hại.,0
"Không biết bác xài sao chứ e xài smart tv của samsung mà thấy vô app cái là nó đứng, lag tắt phím nguồn cũng ko được toàn phải rút dây điện. Mà bị hoài, biết vậy mua cái android box gắn vô xài cho rồi. Mua smart tốn tiền mà xài thêm rước bực vào thân. Đc cái remote của tv samsung đẹp :)",0
Nhìn xấu thật,0
xấu tệ,0
iPhone 7 nhìn vẻ nhàm rồi,0
"thấy cái Camera lồi thì hết ham, sẽ bị cục kịt",0
"Không có sự đột phá, có lẽ "" Táo "" cũng đang dần cạn ý tưởng",0
"Nhìn một người cầm ip khó phân biệt đâu là 6, 6s và sẽ là 7 nếu thiết kế không thay đổi như thế này.",0
"Xấu hơn IP6, chờ IP8 xem sao.",0
Đẹp nhưng kg đột phá. Các bác cứ chê,0
cái dòng lenovo này được cái pin khỏe thôi còn dùng một thời gian hay bị mất sóng và nhiều lỗi lặt vặt,0
"Pin khỏe,cấu hình mạnh,chạy truớc các hãng khác về mẫu mã nhưng dùng tg thì mới biết cl tn..",0
"Mình làm kỹ thuật, cách đây 1 tuần có để con Samsung A5 2016 ở nhà cho vợ vọc, mượn con Z5 ở shop dùng tạm, thấy chán quá mượn con Z5 Premium dùng xem thử. Kết quả là sau 2 ngày dùng 2 con như bạn đang phân vân mình phải về nhà đòi lại con A5 của vợ :). Máy mau nóng, pin trung bình, hiệu năng ngang ngửa A5 (1 số điểm thậm chí còn thua). Khuyên bạn đã bỏ tiền ra mua, tiền vay tiền góp thì càng nên suy tính cân nhắc giữa giá cả - hiệu năng - trải nghiệm cho kỹ, đừng chỉ vì đam mê 1 chữ Sony mà sau này ôm hận. Sony chẳng có máy nào đáng đồng tiền cả, tâm sự thật đấy :)",0
"đã từng là fan của sony mình có đôi điều cần nói với bạn, hiện tại sony không ổn về chất lượng, lỗi phần cứng khá nhiều, bạn nên từ bỏ sony đi để không fải gặp những lỗi loa rè, liệt cảm ứng khó chịu ấy, thay vào đó theo yêu cầu của bạn thì bạn có thể chọn samsung s7 edge hay 1 loại đt nào khác mà ko fải sony, đã rất sợ sony rồi",0
"Mình mua Sony Z3 xài, 1 năm thay 4 lần cảm ứng hết 2tr, sony mong manh và dễ vỡ lắm :(",0
Không nên mua sony . Đã xác định trả góp thì mua loại khác không hối hận đấy bạn,0
"Sony Z các đời 1- 5 hay bị lỗi nguồn, hết kiệt pin sạc lại không vào phải dung kích và sạc qua 1 đêm, màn hình hay bị cháy loang trắng ngay cạnh phím nguồn, các nắp thẻ, sim ở cạnh hay bị rơi ra do gioăng cao su hư,...còn rất nhiều lỗi các bạn",0
"Mình cũng đang sở hữu một em Z3 chính hãng, dùng được 1 năm 1 tháng đã kịp đi bảo hành hãng 2 lần, hiện tại đang nằm ở hãng lần thứ 3 mặc dù mình bảo quản máy rất cẩn thận. Khuyên bạn nên cân nhắc kỹ lựa chọn của mình.",0
"Đã dùng z3,mua mới tinh,sau gần 1 tháng màn hình bị bong,há ngoác ra.",0
"Khuyên bạn nếu trả góp thì mua hãng khác, trả góp đt sony coi chừng chưa trả xong phải tốn tiền sửa đt",0
"Chụp bằng phần mềm này nước ảnh trong và tươi hơn cam của iphone nhưng có độ trễ, chụp vật thể chuyển động sẽ bị nhòe. Không có chức năng làm mịn ảnh. Dùng phần mềm Microsoft Selfie thích hơn.",0
"Iphone giờ công nghệ luôn đi sau androi thôi ... tù thiết kế, tù tùy biến. ..",0
Cần j phải home cảm ứng jailbreak xong cài activation là thành cảm ứng rồi.aple luôn đi sau jailbreak 10 năm,0
"Mệt, đang xài 6 chắc ko lên đâu, thấy xấu quá. Để 16/09 xem sao.",0
"Lớp kính bề mặt quá mỏng và cảm ứng dễ bị liệt hàng hoặc liệt toàn bộ là đặc điểm dễ nhận thấy trên sản phẩm của Sony và LG! Sony, LG đã tự làm mất lượng khách hàng khá lớn khi họ cho ra mắt những sản phẩm cao cấp mà không chú ý hoàn thiện chất lượng cảm ứng cũng như kính bảo vệ. Việc tích hợp phím chức năng vào trong màn hình cũng là một sai lầm nghiêm trọng. Là người bán điện thoại, chúng tôi rất sợ khi phải bảo hành sản phẩm của LG và Sony! Có thể có bạn vào đây ném đá: ""Tôi đang dùng Sony, LG đây, chất lượng rất tốt, không sao cả!"". Xin thưa, bạn chỉ dùng một vài cái còn chúng tôi bán cả vài ngàn cái. Nếu tôi bán Samsung hoặc iphone, tôi rất yên tâm về cảm ứng của máy và không lo vụ loạn hay liệt cảm ứng.",0
"Like cho bác. Tui là nạn nhân, ÔNG NGOẠI Z3 của tui mua đc tròn 1 năm. giờ đã liệt (dương) màn hình tại vùng cảm ứng thanh công cụ nhanh. Để nguyên trạng xài thì tạm đc nhưng rất bất tiện vì không thể kéo xuống thanh công cụ nhanh khi đang ở màn hình dọc. Thay màn hình thì chi phí ko mềm chút nào cộng thêm cảo giác bất an!. Chia tay Sọ nỹ từ đây!",0
"Thiết kế gì thế này, thôi rồi Sony mất chất thật rồi, nhìn như hãng nào khác chứ không phải Sony nữa.",0
Trông giống obi nhỉ. Phần dư trên và dưới màn hình quá nhiều vậy mà còn thêm phím ảo tròn màn hình nữa.KHÔNG XỨNG LÀM FLAGSHIP.,0
"Xin chúc mừng, sony đã bước được một chân ra khỏi cuộc đua smartphone. Hết thời nét như sony rồi. Dự báo tương lai gần sẽ không còn thương hiệu điện thoại tên là sony nữa.",0
Tôi sợ Sony lắm rồi,0
"trên dưới màn hình dày như vậy thì thua, sony quá bảo thủ",0
Qua xấu,0
Mẫu nào tốt nhất hiện đai nhất cũng không bằng Iphone 3 của apple,0
Cũng đẹp nhưng hàng china không thích,0
"Đẹp vãi, tiếc là đồ TQ . Cả đời này nó không có cơ hội để mình sở hữu rồi :D",0
Mới được dùng ổ cắm đa năng Xiaomi. Cảm nhận thất vọng với giá hơn 200k,0
Đang hay cho tới khi đọc đến Pin  .  Không hiểu sao con máy to thế lại nhét viên pin dung lượng tý xíu vào.,0
Pin yếu thế thì không ổn với máy 6' rồi. Thà bỏ thêm tiền mua Galaxy A9 pro,0
MÀN HIINH 6 inch pin 2700 mAh ?? chắc phải kè kè cục pin du phong !,0
"Màn hình 6in mà pin 2700mAh, bó tay với thiết kế của Sony.",0
"Viền càng mỏng càng khó sử dụng, cầm trên tay mà cứ như sắp tuột mất vậy",0
"Thiết kế thì đẹp nhưng pin kém, hiệu năng cũng lởm, con chip helio p10 này rất lởm, điểm CPU và gpu đều lởm, nếu đc trang bị chip snapdragon 652 thì ngon quá",0
"Nhìn cũng thích mà ngán 2 thứ: pin quá ít   chip MTK hichic (tôi không rành chip, nhưng nghe hàng Đài Loan giá rẻ hơi ngại, bị Asus, Acer sợ rồi)",0
Pin thế là kg mua,0
Màn hình to mà pin yếu vậy chắc cả ngày sạc pin hoài,0
"Mẫu sony Z Untral trước đây phiên bản 2, mỗi tội pin + cấu hình ko thay đổi ngang tầm các dòng máy hiện tại",0
"2 hãng bảo mật số 1, nổ sô1 và cũng Rớt giá số 1. Vâng, chỉ có thể là BB và vẫn chỉ có thể là BPhone !",0
"Mấy ai cảm nhận được sự tinh tế và đẳng cấp khi cầm 1 chiếc BB với bàn phím Qwerty. Nhưng công nghệ thì luôn luôn cải tiến và phát triển và đó cũng là cái mà BB đã không làm được, và họ còn mất luôn cả chính kiến của mình khi chạy theo mảng Full Touch và làm mất đi cái truyền thống.",0
Bàn phím vuốt học hỏi từ samsung ok hết nhé! Mình chưa xài bb full cảm ứng nên ko rõ nhưng q10 xài rồi thì quả thật chẳng làm được j nhiều ngoài nghe gọi. Lướt web dùng trình duyệt của bb vẫn bị đơ.,0
"Bb10 bàn phím (q5, q10, q20) đc đánh giá là ko tiện bằng 99xx",0
Chỉ 1 nhận xét: xấu tệ!Còn khả năng bảo mật cao hay thấp còn tùy người sử dụng.,0
Không mấy người dùng cần phải có bảo mật nhiều như vậy. Những người không cần nhiều gấp mấy lần số nguồi cần. Có thể đã đi sai hướng ....,0
mất bản sắc quá BB ơi!,0
"Yêu BlackBerry củng chỉ ở hệ điều hành, bàn phím... bỏ hai cái này thì không còn giá trị của nó nữa, em này bỏ cái chữ BlackBerry phía trước và cho vào màn hình mấy cái phím cảm ứng...như loạt smartphones rẻ tiền của anh TQ... ông CEO Chen nầy đang muốn trung quốc thâu tóm BlackBerry nên mới thế này...",0
"Bảo mật nhất thế giới nhưng máy của em thì chỉ có vào mạng đọc báo thì cần gì nhất thế giới và đa số người dùng cũng vậy, muốn bảo mật thì tốt hơn hết là dùng con 1100",0
Ngay tan cua BB da den,0
"Haiz, bảo mật để làm gì? Trong khi phần lớn người tiêu dùng phổ thông cần đến là ngon, bổ và rẻ, đang chờ cập nhật OS 10.3.3 cho con Z30 mà đã leo cây cả tháng rồi, có ai như tui không?",0
giống điện thoại Trung Quốc ghê,0
Gan quá! Dám tự xưng bảo nhất TG. BB tuổi gì cơ chứ? Cho lên sao Hỏa bây giờ hýhý,0
BB này ra giá 3-3.5tr có lẽ mới cảm thấy shock chứ giá này thì shoot luôn.,0
"SE tiếp à ? khả năng "" SẼ Ế "" là rất cao !",0
tôi không hiểu những người dùng iphone nghĩ gì.1 cái điện thoại với cấu hình phổ thông mà giá bán trên trời.thiết kế thì sấu hơn mấy con máy tq.thế mà cứ cho là đẳng cấp này nọ.đẳng cấp gì mà chỉ có 1-2 chục triệu vậy .có rẻ quá không,0
"Thất vọng, cảm giác mọi thứ làm nên IP đã thật sự ra đi theo ông Steven Jobs.",0
Năm sau mới ra màn hình cong tràn viền thì có mà ăn sái của SS à. Thất vọng,0
Cảm biến vân tay em say xỉn bị vợ dí vào xem hết tin nhắn với tài khoản ngân hàng còn bao nhiêu. Bước đột phá công nghệ quá tồi tệ. Giờ con 6s em dùng chẳng khác nào ip5,0
"Samsung galaxy s6 dùng đúng 1 năm 10 ngày là bị chết màn hình, tưởng mình xui hoá ra khi đem xuống trung tâm bảo hành gặp toàn khách bị lỗi màn hình, có cả s7 nữa. Vĩnh biệt samsung từ đây",0
"Vậy mà nói Apple, Sam cũng cạn ý tưởng thiết kế rồi. :))",0
nếu mà 5.8 thì to quá,0
"Quá thất vọng, những người phát triển iphone đúng là đã hết ý tưởng.",0
Ý tưởng thiết kế Iphone của ép-pồ lụi tàn! Quá nghèo!,0
K hiểu sao tôi thấy xấu thật iPhone 6 còn đẹp hơn,0
